[13:48:43:212500 12-06-2020][INFO] @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ 
[13:48:43:213900 12-06-2020][INFO] Applicacao inicializada - application\core\Application::__construct 
[13:48:43:214600 12-06-2020][INFO] Configuracao inicializada 
[13:48:43:452100 12-06-2020][PROC] URL (fixed-A) '/badge' 
[13:48:43:452400 12-06-2020][PROC] URL (fixed-B) 'ge' 
[13:48:43:452700 12-06-2020][PROC] URL bruta '/badge/edit' 
[13:48:43:453000 12-06-2020][PROC] URL (fixed-A) '/badge/edit' 
[13:48:43:453200 12-06-2020][PROC] URL (fixed-B) 'ge/edit' 
[13:48:43:453500 12-06-2020][PROC] URL bruta '/badge/edit' 
[13:48:43:453800 12-06-2020][PROC] URL (fixed-A) '/badge/edit' 
[13:48:43:454100 12-06-2020][PROC] URL (fixed-B) 'ge/edit' 
[13:48:43:454800 12-06-2020][PROC] URL bruta '/404' 
[13:48:43:455200 12-06-2020][PROC] URL (fixed-A) '/404' 
[13:48:43:455600 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:43:456500 12-06-2020][PROC] URL bruta '/forgot' 
[13:48:43:457200 12-06-2020][PROC] URL (fixed-A) '/forgot' 
[13:48:43:457800 12-06-2020][PROC] URL (fixed-B) 'got' 
[13:48:43:458500 12-06-2020][PROC] URL bruta '/forgot' 
[13:48:43:459200 12-06-2020][PROC] URL (fixed-A) '/forgot' 
[13:48:43:459600 12-06-2020][PROC] URL (fixed-B) 'got' 
[13:48:43:459800 12-06-2020][PROC] URL bruta '/forgot/reset/:code' 
[13:48:43:460200 12-06-2020][PROC] URL (fixed-A) '/forgot/reset/:code' 
[13:48:43:460500 12-06-2020][PROC] URL (fixed-B) 'got/reset/:code' 
[13:48:43:460700 12-06-2020][PROC] URL bruta '/forgot/reset' 
[13:48:43:461000 12-06-2020][PROC] URL (fixed-A) '/forgot/reset' 
[13:48:43:461400 12-06-2020][PROC] URL (fixed-B) 'got/reset' 
[13:48:43:462200 12-06-2020][PROC] URL bruta '/' 
[13:48:43:462600 12-06-2020][PROC] URL (fixed-A) '/' 
[13:48:43:462900 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:43:463200 12-06-2020][PROC] URL bruta '/reset' 
[13:48:43:463500 12-06-2020][PROC] URL (fixed-A) '/reset' 
[13:48:43:463800 12-06-2020][PROC] URL (fixed-B) 'et' 
[13:48:43:464600 12-06-2020][PROC] URL bruta '/login' 
[13:48:43:465000 12-06-2020][PROC] URL (fixed-A) '/login' 
[13:48:43:465300 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:43:465600 12-06-2020][PROC] URL bruta '/login' 
[13:48:43:465800 12-06-2020][PROC] URL (fixed-A) '/login' 
[13:48:43:466200 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:43:466600 12-06-2020][PROC] URL bruta '/logout' 
[13:48:43:466800 12-06-2020][PROC] URL (fixed-A) '/logout' 
[13:48:43:467100 12-06-2020][PROC] URL (fixed-B) 'out' 
[13:48:43:467800 12-06-2020][PROC] URL bruta '/zzz' 
[13:48:43:468200 12-06-2020][PROC] URL (fixed-A) '/zzz' 
[13:48:43:468600 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:43:469300 12-06-2020][PROC] URL bruta '/clean' 
[13:48:43:469700 12-06-2020][PROC] URL (fixed-A) '/clean' 
[13:48:43:470000 12-06-2020][PROC] URL (fixed-B) 'an' 
[13:48:43:470300 12-06-2020][PROC] URL bruta '/clean' 
[13:48:43:470600 12-06-2020][PROC] URL (fixed-A) '/clean' 
[13:48:43:470900 12-06-2020][PROC] URL (fixed-B) 'an' 
[13:48:43:471700 12-06-2020][PROC] URL bruta '/compesa' 
[13:48:43:472200 12-06-2020][PROC] URL (fixed-A) '/compesa' 
[13:48:43:472500 12-06-2020][PROC] URL (fixed-B) 'pesa' 
[13:48:43:473400 12-06-2020][PROC] URL bruta '/rt' 
[13:48:43:474000 12-06-2020][PROC] URL (fixed-A) '/rt' 
[13:48:43:474400 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:43:474800 12-06-2020][PROC] URL bruta '/rt/search' 
[13:48:43:475300 12-06-2020][PROC] URL (fixed-A) '/rt/search' 
[13:48:43:476000 12-06-2020][PROC] URL (fixed-B) 'search' 
[13:48:43:476500 12-06-2020][PROC] URL bruta '/rt/search' 
[13:48:43:477000 12-06-2020][PROC] URL (fixed-A) '/rt/search' 
[13:48:43:477800 12-06-2020][PROC] URL (fixed-B) 'search' 
[13:48:43:478300 12-06-2020][PROC] URL bruta '/rt/covid19' 
[13:48:43:478700 12-06-2020][PROC] URL (fixed-A) '/rt/covid19' 
[13:48:43:479000 12-06-2020][PROC] URL (fixed-B) 'covid19' 
[13:48:43:479400 12-06-2020][PROC] URL bruta '/rt/covid19/links' 
[13:48:43:479600 12-06-2020][PROC] URL (fixed-A) '/rt/covid19/links' 
[13:48:43:479900 12-06-2020][PROC] URL (fixed-B) 'covid19/links' 
[13:48:43:480600 12-06-2020][PROC] URL bruta '/sigs' 
[13:48:43:481100 12-06-2020][PROC] URL (fixed-A) '/sigs' 
[13:48:43:481300 12-06-2020][PROC] URL (fixed-B) 's' 
[13:48:43:482200 12-06-2020][PROC] URL bruta '/sigs/sipac' 
[13:48:43:482600 12-06-2020][PROC] URL (fixed-A) '/sigs/sipac' 
[13:48:43:482900 12-06-2020][PROC] URL (fixed-B) 's/sipac' 
[13:48:43:483800 12-06-2020][PROC] URL bruta '/zzz' 
[13:48:43:484200 12-06-2020][PROC] URL (fixed-A) '/zzz' 
[13:48:43:484500 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:43:485400 12-06-2020][ERROR] Não foi possível encontrar uma rota para o endereço solicitado (/new/404). 
[13:48:43:485800 12-06-2020][INFO] Redirecionamento para página de erro (404) solicitado... 
[13:48:43:486100 12-06-2020][INFO] Redirecionamento via GET solicitado para '../new/404' 
[13:48:43:509000 12-06-2020][INFO] @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ 
[13:48:43:509800 12-06-2020][INFO] Applicacao inicializada - application\core\Application::__construct 
[13:48:43:510500 12-06-2020][INFO] Configuracao inicializada 
[13:48:43:510900 12-06-2020][INFO] Constantes fundamentais registradas 
[13:48:43:512100 12-06-2020][INFO] Controladora mae inicializada - application\core\Controller::__construct 
[13:48:43:513500 12-06-2020][INFO] Controle de acesso inicializado - application\core\Access::__construct 
[13:48:43:514000 12-06-2020][INFO] Rota inicializado - application\core\Route::__construct 
[13:48:43:514400 12-06-2020][PROC] URL bruta '/new/404' 
[13:48:43:514600 12-06-2020][PROC] URL (fixed-A) '/new/404' 
[13:48:43:515000 12-06-2020][PROC] URL (fixed-B) '/404' 
[13:48:43:516400 12-06-2020][INFO] Parametros da Rota => method='GET' | raw_url='/new/404' | platform='' | url='/404' | parameters[0]='' | parameters[1]='404' 
[13:48:43:517000 12-06-2020][INFO] Execucao da aplicacao - application\core\Application::Run 
[13:48:43:517700 12-06-2020][INFO] Execucao da controladora mae - application\core\Controller::Run 
[13:48:43:518400 12-06-2020][INFO] URL (ROTA) SOLICITADA >>> '/404' <<< 
[13:48:43:532800 12-06-2020][INFO] Controladoras encontradas: 26 
[13:48:43:533600 12-06-2020][PROC] URL bruta '/admin' 
[13:48:43:534200 12-06-2020][PROC] URL (fixed-A) '/admin' 
[13:48:43:534600 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:43:535500 12-06-2020][PROC] URL bruta '/admin/users' 
[13:48:43:535900 12-06-2020][PROC] URL (fixed-A) '/admin/users' 
[13:48:43:536200 12-06-2020][PROC] URL (fixed-B) 'in/users' 
[13:48:43:536500 12-06-2020][PROC] URL bruta '/admin/users/create' 
[13:48:43:536800 12-06-2020][PROC] URL (fixed-A) '/admin/users/create' 
[13:48:43:537100 12-06-2020][PROC] URL (fixed-B) 'in/users/create' 
[13:48:43:537400 12-06-2020][PROC] URL bruta '/admin/users/create' 
[13:48:43:537600 12-06-2020][PROC] URL (fixed-A) '/admin/users/create' 
[13:48:43:537900 12-06-2020][PROC] URL (fixed-B) 'in/users/create' 
[13:48:43:538300 12-06-2020][PROC] URL bruta '/admin/users/:id' 
[13:48:43:539100 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id' 
[13:48:43:539600 12-06-2020][PROC] URL (fixed-B) 'in/users/:id' 
[13:48:43:540000 12-06-2020][PROC] URL bruta '/admin/users/:id/delete' 
[13:48:43:540600 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/delete' 
[13:48:43:541000 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/delete' 
[13:48:43:541700 12-06-2020][PROC] URL bruta '/admin/users/:id/edit' 
[13:48:43:542300 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/edit' 
[13:48:43:542600 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/edit' 
[13:48:43:542800 12-06-2020][PROC] URL bruta '/admin/users/:id/edit' 
[13:48:43:543600 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/edit' 
[13:48:43:544100 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/edit' 
[13:48:43:544800 12-06-2020][PROC] URL bruta '/admin/zzz' 
[13:48:43:545300 12-06-2020][PROC] URL (fixed-A) '/admin/zzz' 
[13:48:43:545600 12-06-2020][PROC] URL (fixed-B) 'in/zzz' 
[13:48:43:546500 12-06-2020][PROC] URL bruta '/dev/docs' 
[13:48:43:546900 12-06-2020][PROC] URL (fixed-A) '/dev/docs' 
[13:48:43:547300 12-06-2020][PROC] URL (fixed-B) '/docs' 
[13:48:43:547600 12-06-2020][PROC] URL bruta '/dev/docs/:page' 
[13:48:43:547800 12-06-2020][PROC] URL (fixed-A) '/dev/docs/:page' 
[13:48:43:548200 12-06-2020][PROC] URL (fixed-B) '/docs/:page' 
[13:48:43:548900 12-06-2020][PROC] URL bruta '/dev' 
[13:48:43:549400 12-06-2020][PROC] URL (fixed-A) '/dev' 
[13:48:43:549600 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:43:550400 12-06-2020][PROC] URL bruta '/dev/manutencao' 
[13:48:43:550900 12-06-2020][PROC] URL (fixed-A) '/dev/manutencao' 
[13:48:43:551200 12-06-2020][PROC] URL (fixed-B) '/manutencao' 
[13:48:43:551500 12-06-2020][PROC] URL bruta '/dev/manutencao' 
[13:48:43:551800 12-06-2020][PROC] URL (fixed-A) '/dev/manutencao' 
[13:48:43:552000 12-06-2020][PROC] URL (fixed-B) '/manutencao' 
[13:48:43:552800 12-06-2020][PROC] URL bruta '/dev/models' 
[13:48:43:553100 12-06-2020][PROC] URL (fixed-A) '/dev/models' 
[13:48:43:553400 12-06-2020][PROC] URL (fixed-B) '/models' 
[13:48:43:553700 12-06-2020][PROC] URL bruta '/dev/models/initialize' 
[13:48:43:554200 12-06-2020][PROC] URL (fixed-A) '/dev/models/initialize' 
[13:48:43:554500 12-06-2020][PROC] URL (fixed-B) '/models/initialize' 
[13:48:43:555300 12-06-2020][PROC] URL bruta '/dev/modules' 
[13:48:43:555900 12-06-2020][PROC] URL (fixed-A) '/dev/modules' 
[13:48:43:556300 12-06-2020][PROC] URL (fixed-B) '/modules' 
[13:48:43:556600 12-06-2020][PROC] URL bruta '/dev/modules/:action/:key' 
[13:48:43:556900 12-06-2020][PROC] URL (fixed-A) '/dev/modules/:action/:key' 
[13:48:43:557200 12-06-2020][PROC] URL (fixed-B) '/modules/:action/:key' 
[13:48:43:558500 12-06-2020][PROC] URL bruta '/dev/repository' 
[13:48:43:559100 12-06-2020][PROC] URL (fixed-A) '/dev/repository' 
[13:48:43:559400 12-06-2020][PROC] URL (fixed-B) '/repository' 
[13:48:43:559700 12-06-2020][PROC] URL bruta '/dev/repository/:repository' 
[13:48:43:559900 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository' 
[13:48:43:560200 12-06-2020][PROC] URL (fixed-B) '/repository/:repository' 
[13:48:43:560500 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/view' 
[13:48:43:560800 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/view' 
[13:48:43:561100 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/view' 
[13:48:43:561300 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/delete' 
[13:48:43:561600 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/delete' 
[13:48:43:561800 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/delete' 
[13:48:43:562100 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/edit' 
[13:48:43:562400 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/edit' 
[13:48:43:562600 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/edit' 
[13:48:43:562900 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/edit' 
[13:48:43:563200 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/edit' 
[13:48:43:563500 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/edit' 
[13:48:43:563700 12-06-2020][PROC] URL bruta '/dev/repository/sheet/:repository' 
[13:48:43:564000 12-06-2020][PROC] URL (fixed-A) '/dev/repository/sheet/:repository' 
[13:48:43:564300 12-06-2020][PROC] URL (fixed-B) '/repository/sheet/:repository' 
[13:48:43:565300 12-06-2020][PROC] URL bruta '/dev/tools' 
[13:48:43:565700 12-06-2020][PROC] URL (fixed-A) '/dev/tools' 
[13:48:43:566100 12-06-2020][PROC] URL (fixed-B) '/tools' 
[13:48:43:567000 12-06-2020][PROC] URL bruta '/dev/tools/modules' 
[13:48:43:567500 12-06-2020][PROC] URL (fixed-A) '/dev/tools/modules' 
[13:48:43:567800 12-06-2020][PROC] URL (fixed-B) '/tools/modules' 
[13:48:43:568100 12-06-2020][PROC] URL bruta '/dev/tools/modules' 
[13:48:43:568600 12-06-2020][PROC] URL (fixed-A) '/dev/tools/modules' 
[13:48:43:569200 12-06-2020][PROC] URL (fixed-B) '/tools/modules' 
[13:48:43:570200 12-06-2020][PROC] URL bruta '/dev/tools/repository' 
[13:48:43:570800 12-06-2020][PROC] URL (fixed-A) '/dev/tools/repository' 
[13:48:43:571100 12-06-2020][PROC] URL (fixed-B) '/tools/repository' 
[13:48:43:571400 12-06-2020][PROC] URL bruta '/dev/tools/repository/save' 
[13:48:43:571700 12-06-2020][PROC] URL (fixed-A) '/dev/tools/repository/save' 
[13:48:43:572000 12-06-2020][PROC] URL (fixed-B) '/tools/repository/save' 
[13:48:43:573000 12-06-2020][PROC] URL bruta '/dev/users' 
[13:48:43:573400 12-06-2020][PROC] URL (fixed-A) '/dev/users' 
[13:48:43:573800 12-06-2020][PROC] URL (fixed-B) '/users' 
[13:48:43:574100 12-06-2020][PROC] URL bruta '/dev/users/create' 
[13:48:43:574400 12-06-2020][PROC] URL (fixed-A) '/dev/users/create' 
[13:48:43:574700 12-06-2020][PROC] URL (fixed-B) '/users/create' 
[13:48:43:575100 12-06-2020][PROC] URL bruta '/dev/users/create' 
[13:48:43:575500 12-06-2020][PROC] URL (fixed-A) '/dev/users/create' 
[13:48:43:576000 12-06-2020][PROC] URL (fixed-B) '/users/create' 
[13:48:43:576600 12-06-2020][PROC] URL bruta '/dev/users/:id' 
[13:48:43:577200 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id' 
[13:48:43:577700 12-06-2020][PROC] URL (fixed-B) '/users/:id' 
[13:48:43:578100 12-06-2020][PROC] URL bruta '/dev/users/:id/delete' 
[13:48:43:578400 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/delete' 
[13:48:43:578700 12-06-2020][PROC] URL (fixed-B) '/users/:id/delete' 
[13:48:43:578900 12-06-2020][PROC] URL bruta '/dev/users/:id/edit' 
[13:48:43:579200 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/edit' 
[13:48:43:579400 12-06-2020][PROC] URL (fixed-B) '/users/:id/edit' 
[13:48:43:579700 12-06-2020][PROC] URL bruta '/dev/users/:id/edit' 
[13:48:43:580100 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/edit' 
[13:48:43:580500 12-06-2020][PROC] URL (fixed-B) '/users/:id/edit' 
[13:48:43:581300 12-06-2020][PROC] URL bruta '/dev/zzz' 
[13:48:43:581800 12-06-2020][PROC] URL (fixed-A) '/dev/zzz' 
[13:48:43:582100 12-06-2020][PROC] URL (fixed-B) '/zzz' 
[13:48:43:582900 12-06-2020][PROC] URL bruta '/badge' 
[13:48:43:583300 12-06-2020][PROC] URL (fixed-A) '/badge' 
[13:48:43:583600 12-06-2020][PROC] URL (fixed-B) 'ge' 
[13:48:43:583800 12-06-2020][PROC] URL bruta '/badge/edit' 
[13:48:43:584200 12-06-2020][PROC] URL (fixed-A) '/badge/edit' 
[13:48:43:584500 12-06-2020][PROC] URL (fixed-B) 'ge/edit' 
[13:48:43:584700 12-06-2020][PROC] URL bruta '/badge/edit' 
[13:48:43:585100 12-06-2020][PROC] URL (fixed-A) '/badge/edit' 
[13:48:43:585400 12-06-2020][PROC] URL (fixed-B) 'ge/edit' 
[13:48:43:586200 12-06-2020][PROC] URL bruta '/404' 
[13:48:43:586600 12-06-2020][PROC] URL (fixed-A) '/404' 
[13:48:43:586900 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:43:587900 12-06-2020][PROC] URL bruta '/forgot' 
[13:48:43:588300 12-06-2020][PROC] URL (fixed-A) '/forgot' 
[13:48:43:588600 12-06-2020][PROC] URL (fixed-B) 'got' 
[13:48:43:588800 12-06-2020][PROC] URL bruta '/forgot' 
[13:48:43:589200 12-06-2020][PROC] URL (fixed-A) '/forgot' 
[13:48:43:589500 12-06-2020][PROC] URL (fixed-B) 'got' 
[13:48:43:589800 12-06-2020][PROC] URL bruta '/forgot/reset/:code' 
[13:48:43:590200 12-06-2020][PROC] URL (fixed-A) '/forgot/reset/:code' 
[13:48:43:590600 12-06-2020][PROC] URL (fixed-B) 'got/reset/:code' 
[13:48:43:590800 12-06-2020][PROC] URL bruta '/forgot/reset' 
[13:48:43:591300 12-06-2020][PROC] URL (fixed-A) '/forgot/reset' 
[13:48:43:592000 12-06-2020][PROC] URL (fixed-B) 'got/reset' 
[13:48:43:593000 12-06-2020][PROC] URL bruta '/' 
[13:48:43:593400 12-06-2020][PROC] URL (fixed-A) '/' 
[13:48:43:593700 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:43:594000 12-06-2020][PROC] URL bruta '/reset' 
[13:48:43:594300 12-06-2020][PROC] URL (fixed-A) '/reset' 
[13:48:43:594600 12-06-2020][PROC] URL (fixed-B) 'et' 
[13:48:43:595300 12-06-2020][PROC] URL bruta '/login' 
[13:48:43:595800 12-06-2020][PROC] URL (fixed-A) '/login' 
[13:48:43:596200 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:43:596500 12-06-2020][PROC] URL bruta '/login' 
[13:48:43:596800 12-06-2020][PROC] URL (fixed-A) '/login' 
[13:48:43:597100 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:43:597400 12-06-2020][PROC] URL bruta '/logout' 
[13:48:43:597800 12-06-2020][PROC] URL (fixed-A) '/logout' 
[13:48:43:598200 12-06-2020][PROC] URL (fixed-B) 'out' 
[13:48:43:598900 12-06-2020][PROC] URL bruta '/zzz' 
[13:48:43:599500 12-06-2020][PROC] URL (fixed-A) '/zzz' 
[13:48:43:600200 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:43:601600 12-06-2020][PROC] URL bruta '/clean' 
[13:48:43:602300 12-06-2020][PROC] URL (fixed-A) '/clean' 
[13:48:43:602600 12-06-2020][PROC] URL (fixed-B) 'an' 
[13:48:43:602900 12-06-2020][PROC] URL bruta '/clean' 
[13:48:43:603200 12-06-2020][PROC] URL (fixed-A) '/clean' 
[13:48:43:603500 12-06-2020][PROC] URL (fixed-B) 'an' 
[13:48:43:604300 12-06-2020][PROC] URL bruta '/compesa' 
[13:48:43:604800 12-06-2020][PROC] URL (fixed-A) '/compesa' 
[13:48:43:605100 12-06-2020][PROC] URL (fixed-B) 'pesa' 
[13:48:43:606000 12-06-2020][PROC] URL bruta '/rt' 
[13:48:43:606500 12-06-2020][PROC] URL (fixed-A) '/rt' 
[13:48:43:606800 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:43:607200 12-06-2020][PROC] URL bruta '/rt/search' 
[13:48:43:607600 12-06-2020][PROC] URL (fixed-A) '/rt/search' 
[13:48:43:607900 12-06-2020][PROC] URL (fixed-B) 'search' 
[13:48:43:608800 12-06-2020][PROC] URL bruta '/rt/search' 
[13:48:43:609200 12-06-2020][PROC] URL (fixed-A) '/rt/search' 
[13:48:43:609500 12-06-2020][PROC] URL (fixed-B) 'search' 
[13:48:43:609800 12-06-2020][PROC] URL bruta '/rt/covid19' 
[13:48:43:610100 12-06-2020][PROC] URL (fixed-A) '/rt/covid19' 
[13:48:43:610400 12-06-2020][PROC] URL (fixed-B) 'covid19' 
[13:48:43:610700 12-06-2020][PROC] URL bruta '/rt/covid19/links' 
[13:48:43:611100 12-06-2020][PROC] URL (fixed-A) '/rt/covid19/links' 
[13:48:43:611300 12-06-2020][PROC] URL (fixed-B) 'covid19/links' 
[13:48:43:612200 12-06-2020][PROC] URL bruta '/sigs' 
[13:48:43:612800 12-06-2020][PROC] URL (fixed-A) '/sigs' 
[13:48:43:613100 12-06-2020][PROC] URL (fixed-B) 's' 
[13:48:43:614000 12-06-2020][PROC] URL bruta '/sigs/sipac' 
[13:48:43:614500 12-06-2020][PROC] URL (fixed-A) '/sigs/sipac' 
[13:48:43:614700 12-06-2020][PROC] URL (fixed-B) 's/sipac' 
[13:48:43:615400 12-06-2020][PROC] URL bruta '/zzz' 
[13:48:43:615800 12-06-2020][PROC] URL (fixed-A) '/zzz' 
[13:48:43:616200 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:43:617100 12-06-2020][ERROR] Não foi possível encontrar uma rota para o endereço solicitado (/new/404). 
[13:48:43:617500 12-06-2020][INFO] Redirecionamento para página de erro (404) solicitado... 
[13:48:43:617800 12-06-2020][INFO] Redirecionamento via GET solicitado para '../new/404' 
[13:48:43:641800 12-06-2020][INFO] @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ 
[13:48:43:642400 12-06-2020][INFO] Applicacao inicializada - application\core\Application::__construct 
[13:48:43:643000 12-06-2020][INFO] Configuracao inicializada 
[13:48:43:643700 12-06-2020][INFO] Constantes fundamentais registradas 
[13:48:43:645100 12-06-2020][INFO] Controladora mae inicializada - application\core\Controller::__construct 
[13:48:43:646100 12-06-2020][INFO] Controle de acesso inicializado - application\core\Access::__construct 
[13:48:43:646500 12-06-2020][INFO] Rota inicializado - application\core\Route::__construct 
[13:48:43:646800 12-06-2020][PROC] URL bruta '/new/404' 
[13:48:43:647200 12-06-2020][PROC] URL (fixed-A) '/new/404' 
[13:48:43:647500 12-06-2020][PROC] URL (fixed-B) '/404' 
[13:48:43:648600 12-06-2020][INFO] Parametros da Rota => method='GET' | raw_url='/new/404' | platform='' | url='/404' | parameters[0]='' | parameters[1]='404' 
[13:48:43:649100 12-06-2020][INFO] Execucao da aplicacao - application\core\Application::Run 
[13:48:43:649500 12-06-2020][INFO] Execucao da controladora mae - application\core\Controller::Run 
[13:48:43:649800 12-06-2020][INFO] URL (ROTA) SOLICITADA >>> '/404' <<< 
[13:48:43:665700 12-06-2020][INFO] Controladoras encontradas: 26 
[13:48:43:666500 12-06-2020][PROC] URL bruta '/admin' 
[13:48:43:666900 12-06-2020][PROC] URL (fixed-A) '/admin' 
[13:48:43:667300 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:43:668200 12-06-2020][PROC] URL bruta '/admin/users' 
[13:48:43:668700 12-06-2020][PROC] URL (fixed-A) '/admin/users' 
[13:48:43:669000 12-06-2020][PROC] URL (fixed-B) 'in/users' 
[13:48:43:669300 12-06-2020][PROC] URL bruta '/admin/users/create' 
[13:48:43:669600 12-06-2020][PROC] URL (fixed-A) '/admin/users/create' 
[13:48:43:669900 12-06-2020][PROC] URL (fixed-B) 'in/users/create' 
[13:48:43:670300 12-06-2020][PROC] URL bruta '/admin/users/create' 
[13:48:43:670600 12-06-2020][PROC] URL (fixed-A) '/admin/users/create' 
[13:48:43:670900 12-06-2020][PROC] URL (fixed-B) 'in/users/create' 
[13:48:43:671200 12-06-2020][PROC] URL bruta '/admin/users/:id' 
[13:48:43:671500 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id' 
[13:48:43:671800 12-06-2020][PROC] URL (fixed-B) 'in/users/:id' 
[13:48:43:672200 12-06-2020][PROC] URL bruta '/admin/users/:id/delete' 
[13:48:43:672500 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/delete' 
[13:48:43:672700 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/delete' 
[13:48:43:673000 12-06-2020][PROC] URL bruta '/admin/users/:id/edit' 
[13:48:43:673300 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/edit' 
[13:48:43:673600 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/edit' 
[13:48:43:673900 12-06-2020][PROC] URL bruta '/admin/users/:id/edit' 
[13:48:43:674300 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/edit' 
[13:48:43:674600 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/edit' 
[13:48:43:675700 12-06-2020][PROC] URL bruta '/admin/zzz' 
[13:48:43:676200 12-06-2020][PROC] URL (fixed-A) '/admin/zzz' 
[13:48:43:676500 12-06-2020][PROC] URL (fixed-B) 'in/zzz' 
[13:48:43:677400 12-06-2020][PROC] URL bruta '/dev/docs' 
[13:48:43:677900 12-06-2020][PROC] URL (fixed-A) '/dev/docs' 
[13:48:43:678300 12-06-2020][PROC] URL (fixed-B) '/docs' 
[13:48:43:678600 12-06-2020][PROC] URL bruta '/dev/docs/:page' 
[13:48:43:678900 12-06-2020][PROC] URL (fixed-A) '/dev/docs/:page' 
